,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.33987994194030763,0.055296998252762436,0.10540003776550293,0.0036877056544636654,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.6192396313364054,0.5136520737327188,0.64815668202765,0.5962438423645321,0.6128671775223499,0.5978560336466691,0.04564180425115553,1,0.6126452860678276,0.4614543400475098,0.6449010485895733,0.6197275878050627,0.6196539591446335,0.5916764443309214,0.06603022830739812
