,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.11020002365112305,0.01983333054944123,0.001199960708618164,0.0004000663757324219,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.25,0.25,0.25,0.23809523809523808,0.24821428571428572,0.2472926731078905,0.004622237726930699,288,0.25,0.25,0.25,0.26350106307583276,0.2552521008403361,0.2537506327832338,0.005282556881687777
1,0.13380002975463867,0.03456240052057677,0.0013999462127685547,0.0008000373840332032,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.1958874458874459,0.37191558441558437,0.2725563909774436,0.30952380952380953,0.2531328320802006,0.2804968063549299,0.05908780409261364,120,0.29379872430900067,0.38414820473644,0.2543231961836613,0.33760566838542216,0.253875968992248,0.30475035252135446,0.050268339684478566
2,0.12460017204284668,0.023837678064161465,0.0009999275207519531,0.0,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.25,0.25,0.25,0.25,0.25000000000000006,0.25,2.4554018177840942e-17,190,0.25,0.25,0.25,0.25,0.25,0.25,0.0
3,0.15699996948242187,0.0325454365077806,0.0010000228881835937,1.1680077279964343e-07,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.25,0.25,0.33333333333333337,0.3452380952380952,0.2644110275689224,0.2881887690240093,0.04188379169519703,115,0.25,0.25,0.3323529411764706,0.34465519660458105,0.27424497527096703,0.2902506226104037,0.04056813746755253
4,0.1539999485015869,0.028021531832045327,0.0015999794006347657,0.0004898429878647236,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.24999999999999994,0.3398268398268398,0.24999999999999994,0.24999999999999994,0.25000000000000006,0.26822573561703994,0.036124545605667344,150,0.25,0.3323529411764706,0.25,0.25,0.25,0.2664705882352941,0.032941176470588224
5,0.16700000762939454,0.023246532994051917,0.001600027084350586,0.0004897846048886376,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.34085497835497836,0.3232142857142857,0.45112781954887216,0.3195488721804511,0.26315789473684215,0.3396955346755118,0.06116658982894949,38,0.3436473165388828,0.2675094572330575,0.3756787330316742,0.3017454433117084,0.25641025641025644,0.3089982413051159,0.045135938739022316
6,0.19299988746643065,0.031824510674940854,0.001200103759765625,0.00040011410206865087,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.3420454545454545,0.36320346320346314,0.36654135338345867,0.33333333333333326,0.3324248120300753,0.3475823396876028,0.01456590227987079,21,0.38859180035650626,0.35521781549421527,0.384383688600556,0.3662808658605801,0.321606334841629,0.3632161010306973,0.024069611035893432
7,0.19280004501342773,0.048954722616820386,0.001399993896484375,0.0008000135475042733,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.3214285714285714,0.2261363636363636,0.3928571428571428,0.25,0.31077694235588976,0.3000099061883959,0.05854040304708052,102,0.3072289156626506,0.33636363636363636,0.40348934409636866,0.25,0.31053877722824375,0.3215241346701799,0.049757892985349446
8,0.2068000316619873,0.052893865355909786,0.001199960708618164,0.0003999471771024199,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.4717532467532467,0.32954545454545453,0.35714285714285715,0.40476190476190466,0.2763157894736843,0.36869230333189146,0.06667370841570591,5,0.4607784844496397,0.3529411764705882,0.3570793433652531,0.3510259917920657,0.2823494335122242,0.3608348859179542,0.05713373483236032
9,0.2326000690460205,0.0381188010379494,0.001199960708618164,0.0004000663757324219,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.3943181818181818,0.35227272727272724,0.26065162907268175,0.3809523809523809,0.27894736842105267,0.334092319346896,0.05394400087031173,47,0.43036350903997966,0.3588235294117647,0.2401915353722583,0.3728506787330317,0.28136446886446886,0.3367187442843006,0.06774227342847135
10,0.2780000686645508,0.040777362357157294,0.0013999462127685547,0.0004899208473093904,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.24891774891774893,0.33982683982683975,0.3214285714285714,0.3214285714285714,0.44232456140350884,0.3339276289648143,0.06206108999083365,50,0.2941176470588235,0.373706591070163,0.3099275456028047,0.3662062857343295,0.34610730696572006,0.3380130752863682,0.031144843450356025
11,0.240600061416626,0.04279991354914556,0.0014000415802001953,0.0004899403160383116,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.40303030303030296,0.39442640692640685,0.3984962406015038,0.25,0.25000000000000006,0.3401354726297518,0.072688171523463,36,0.423056320008836,0.4178665770799009,0.4295769841440898,0.25,0.25,0.3540999762465653,0.08507825287008695
