,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.09719996452331543,0.02537522180205628,0.0010000228881835937,1.1680077279964343e-07,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.27380952380952384,0.25,0.25,0.39285714285714285,0.3737468671679199,0.3073951484992675,0.06213262103729836,171,0.3256028314940434,0.25,0.25,0.38152565011175926,0.394707498383969,0.32036719599795427,0.06196343033227168
1,0.09871997833251953,0.028740637946035347,0.007439947128295899,0.007487970003250281,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.3227272727272727,0.23068181818181815,0.3671679197994987,0.2982456140350877,0.2880639097744362,0.30122265066487036,0.04473877045421786,193,0.3432677616501146,0.2044690603514133,0.42122627096833093,0.3481584762706514,0.36382101140993073,0.33618851613008816,0.07146801415577374
2,0.10692005157470703,0.0502580896139252,0.00391998291015625,0.005908086063904723,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.2785714285714286,0.3886904761904762,0.4266917293233083,0.4266917293233082,0.4081140350877194,0.3849353910137663,0.05586994441263062,75,0.3300018254837532,0.3043342199968706,0.4584535130947868,0.43161019327229994,0.4153995229576625,0.38795985496107466,0.05996669618309891
3,0.09672002792358399,0.018214156319559575,0.00019998550415039061,0.0003999710083007812,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.4274891774891775,0.46385281385281374,0.400375939849624,0.4160401002506265,0.4686716791979951,0.435286806167813,0.02666245197802033,23,0.4767633942952865,0.42459893048128344,0.44727148095697533,0.4380546494089586,0.4495518958925251,0.4472480702070058,0.017169537170081076
4,0.10408000946044922,0.0271948840361043,0.0004000663757324219,0.0008001327514648438,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.4031385281385281,0.558116883116883,0.4216791979949874,0.28947368421052627,0.3609022556390979,0.40747877323964277,0.08849024707793951,46,0.4876513310691199,0.45492742551566073,0.4040775117728622,0.2916666666666667,0.40892875933915596,0.4094503388726931,0.06646155782800874
5,0.11939997673034668,0.019184550312867067,0.0012000083923339843,0.0007483791930950463,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.3516233766233766,0.4774350649350648,0.3972431077694235,0.4235588972431077,0.42966791979949887,0.4157038608268585,0.04164312906948115,40,0.4061277577843843,0.4415584415584416,0.42784409235384135,0.46381536880976504,0.44862161322489635,0.43759345474626576,0.01954518011868827
6,0.10524005889892578,0.009961112548072555,0.001599884033203125,0.0007999420166015623,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.4237012987012987,0.48084415584415585,0.36967418546365916,0.4229323308270676,0.4852756892230578,0.43648933488750424,0.042650336718589886,20,0.5048230738078364,0.42079302695886683,0.3342328590379618,0.41062347886759076,0.4982981564718911,0.4337541190288293,0.06296701789812903
7,0.1022000789642334,0.016616645363024395,0.004320001602172852,0.005692926126471309,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.34523809523809523,0.46217532467532463,0.37907268170426067,0.4028822055137844,0.4984335839598999,0.41705648893864,0.055616918659681394,38,0.3130183069942106,0.4078115364437122,0.46252631276447476,0.41777438069652073,0.48471278493508324,0.4171686643668003,0.059253260108772195
8,0.12136006355285645,0.018975881503357335,0.00040001869201660155,0.0004899208473093904,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.401948051948052,0.5205627705627704,0.4454887218045112,0.41604010025062654,0.4472431077694237,0.4462920586490381,0.04128579252903113,9,0.46678842950104465,0.4965070365495595,0.4457427626955259,0.4539972475400919,0.41052487184498127,0.45471206962624067,0.028021868649822205
9,0.1296400547027588,0.031942094136172834,0.001199960708618164,0.0007482645008117474,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.3744047619047619,0.3985930735930736,0.3483709273182957,0.3327067669172932,0.49598997493734354,0.38968546338397597,0.05706274701149821,69,0.4948275914966206,0.40198947048699,0.3281587890021625,0.395764759553842,0.4954084048646292,0.42322980308084884,0.06415601596745088
10,0.17779989242553712,0.008549219751736002,0.001200103759765625,0.0009798806320766233,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.25,0.3468614718614718,0.46741854636591484,0.4398496240601503,0.3817355889724312,0.37609404907745875,0.07681837186196437,83,0.25,0.38224663359319627,0.4750265187869229,0.49463243904799453,0.42693691966947783,0.40576850221951827,0.08713056709585688
