,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.13359999656677246,0.017431007849348642,0.0012000083923339843,0.00039992333879854,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.40476190476190466,0.4523809523809524,0.4523809523809524,0.40476190476190477,0.40000000000000013,0.42292385553255124,0.024161963338153986,16,0.41566265060240964,0.4066265060240964,0.4000708717221828,0.4186746987951807,0.4166666666666667,0.4115402787621072,0.007069175512240991
1,0.15220003128051757,0.031549439289266595,0.001999950408935547,0.0006324850929980566,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.3409090909090909,0.38095238095238093,0.34461152882205515,0.38095238095238093,0.38095238095238104,0.365532985956327,0.01878924197102668,83,0.38392857142857145,0.36470588235294116,0.39081605808691994,0.37352941176470583,0.37647058823529417,0.37789010237368653,0.008926340125259015
2,0.17699995040893554,0.05214598543661235,0.0019999027252197267,9.536743164062499e-08,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.3142857142857143,0.45568181818181813,0.33395989974937346,0.39285714285714285,0.4203947368421054,0.3831945159891384,0.05301322884921255,53,0.3339852918166171,0.43072979465608807,0.35452534118373946,0.4260259917920656,0.392931179627486,0.3876395198151993,0.03829783202434078
3,0.15600004196166992,0.01771999057430494,0.0019999027252197267,9.536743164062499e-08,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.33495670995670995,0.38019480519480514,0.3809523809523809,0.39285714285714285,0.38690476190476203,0.37487765857331073,0.020798552937430808,67,0.39401068751706597,0.40886172650878533,0.35482654600301655,0.4231190150478796,0.3928571428571429,0.39473502358677803,0.02281206868541627
4,0.1995999813079834,0.03916939180764226,0.0022000789642333983,0.00039997103672454983,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.30568181818181817,0.3674242424242424,0.2443609022556391,0.4035087719298246,0.32142857142857145,0.32852081757974205,0.05422806890478771,147,0.42348803157626685,0.3823147440794499,0.3141771019677997,0.4667771580904275,0.38276333789329686,0.3939040747214481,0.05059746153544599
5,0.23460006713867188,0.02275615693020743,0.0023999691009521486,0.0004899403160383116,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.38906926406926406,0.4069264069264069,0.4010025062656641,0.4473684210526316,0.43922305764411035,0.41641591627289565,0.02259204243376602,24,0.45465820501256365,0.4553577181146281,0.4048728852059823,0.5018442601300709,0.45210898312813497,0.45376841031827597,0.030685928513252157
6,0.20340003967285156,0.05190209757107988,0.001999950408935547,1.1680077279964343e-07,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.4617424242424242,0.441504329004329,0.35651629072681706,0.4912280701754386,0.25000000000000006,0.401206539350132,0.0869244436664197,37,0.45847342770624133,0.48620026323782534,0.512656814778846,0.47915041202376585,0.25,0.43729618354933575,0.09523754116198697
7,0.28859992027282716,0.058884912118623706,0.0032000064849853514,0.0003999710083007813,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.42635281385281387,0.4069264069264069,0.4592731829573935,0.48621553884711777,0.4441416040100252,0.44426896732388726,0.027238486217258714,6,0.5196185812769796,0.5258345835596013,0.4797517440064373,0.5043966458277601,0.4604053607131583,0.49800138307678726,0.024614629457139645
8,0.22680001258850097,0.057317981159667644,0.003200054168701172,0.0009798611565797078,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.4132575757575757,0.45514069264069257,0.3527568922305764,0.35714285714285715,0.430388471177945,0.4020095597469739,0.04044137031517311,33,0.5333414636391248,0.5202315756532624,0.48410289585153193,0.3964090287277702,0.4838575412275823,0.48358850101985434,0.04778842868684122
9,0.17959995269775392,0.019724085960007447,0.003200054168701172,0.0004000663757324219,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.3967532467532467,0.36839826839826834,0.31140350877192985,0.5043859649122806,0.3812030075187971,0.3923711617647544,0.06267896591790655,44,0.46003149342979255,0.4773629276464145,0.33854649366697553,0.5276830039298518,0.5286065678507539,0.46644609730475767,0.06947303904363644
10,0.21599998474121093,0.05696666720690922,0.003999948501586914,0.0006324851001879076,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.25,0.4591991341991341,0.40538847117794485,0.3452380952380952,0.3518483709273184,0.362014067062694,0.07029270331554173,87,0.25,0.5774508269901608,0.46964600483381486,0.34270804146819833,0.5549226309486227,0.4389455008481593,0.12533075592183004
