,0,1,2,3,4,5,6,7,8,9
2,0.6949880915586005,0.5946175368975573,0.35993051465159864,0.6788508036829404,0.4397579413171051,0.47213140419512417,0.6009341401952805,0.529555516372304,0.6021597346308465,0.5207676569370259
3,0.6321335252972722,0.6019076256610434,0.46497444130282883,0.6921452535356489,0.7823892350663911,0.5492916899560618,0.6986672618186898,0.5894527018100886,0.6335094166144387,0.6613578909542772
4,0.6429661937907539,0.7056128881231035,0.49250558884650036,0.7085518540420925,0.6454381452235933,0.6904107134232698,0.7217651608989093,0.5876989559091169,0.7073566646949754,0.6294306658978378
5,0.7814144410040705,0.7224053831502977,0.41869105306892784,0.7427248366078006,0.712267864742944,0.7321726867965306,0.8115547053199451,0.6781726947146662,0.6670101114946863,0.7418350750759832
6,0.7996097329878287,0.6661501764471552,0.5862626185125226,0.7260192679535636,0.6416105848171443,0.6857184490029776,0.7987847086983376,0.7189769618013955,0.7035353247349903,0.8238548863876488
7,0.8183786947747012,0.7926622943329314,0.59458916413073,0.8309164665172134,0.8486666126277382,0.6548846450870118,0.8468895243644685,0.807949743989251,0.7408639385323911,0.8280309534146909
8,0.8493098248072203,0.8217962621121163,0.7143407203136606,0.86027714730243,0.8081690350837709,0.8289700407561872,0.7996783198666967,0.7943106663464492,0.794925006451913,0.8146430032205199
9,0.8486552022936038,0.7507459054944162,0.7296221885594497,0.8514771743496984,0.7731439473211053,0.8142108995636077,0.8742856215647087,0.8586391752823542,0.7344603698527293,0.7725455260993386
10,0.883400218385788,0.8736547890484697,0.7947906021046577,0.8060609658245111,0.7683089377884937,0.8590290235371977,0.8723737679816234,0.8456183901095311,0.7750838738618716,0.8709781492087924
15,0.9241166681852975,0.8836681229676008,0.8646840466526894,0.8939212191152914,0.8994642066147558,0.8384285891517189,0.9142272948767183,0.9029327977241797,0.8219187810576475,0.8842781417655335
20,0.9075973104050491,0.8764980759517055,0.8850505933121433,0.9178225022291578,0.9023727355749164,0.9202847755015527,0.9319464202829182,0.8757317857359758,0.8972025829533746,0.9069358471543483
25,0.9230518079127584,0.867383884559895,0.9440827159442288,0.9091799089955076,0.9133011556290511,0.9257229626191387,0.9397546010496856,0.9227730653190963,0.9268526950990854,0.932083448819464
30,0.9179782285254257,0.9201444774519273,0.9483740185736829,0.9339645690389315,0.9425410573500186,0.9432366155435946,0.9368792099234726,0.9415256115917827,0.9207609839053008,0.9559209422085866
35,0.9321068381436066,0.9456275637618362,0.9355501456971205,0.9446708248472284,0.9305005655251679,0.9336610054420552,0.9590135403807741,0.950141741953162,0.9485908598466101,0.9486415800559252
40,0.9563040344905445,0.9339344938264956,0.9581855165269458,0.9277048225486254,0.9548450456085159,0.9458712103536919,0.9501594263466876,0.9569599421717748,0.9625784174904591,0.9558219922658392
45,0.9507188559644124,0.9426757389879635,0.9543687875450647,0.96190677646383,0.9604845995745017,0.9492330412481819,0.9747105630470906,0.9396957646272981,0.9560079623943909,0.9667999791899754
50,0.9646560764202982,0.9467431277216277,0.9577821013799029,0.9631505796891697,0.954686256224851,0.9690672835545819,0.9778156758503518,0.9548231015271533,0.9542036820433683,0.9623631953197471
55,0.9526258011280766,0.9450839873782901,0.9733052305716376,0.9630973403248865,0.9527539989221558,0.9570047857833635,0.9636307292409991,0.9546634500156468,0.9621103064650242,0.967477621978667
60,0.9707015462942815,0.9567507922300031,0.9647319340497709,0.9664990891596469,0.9676001705217753,0.9732169528988258,0.9529542128192846,0.9799725917712068,0.9658391222092543,0.9796981025537665
