,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
65,0.12220001220703125,0.015157775117740673,0.001600027084350586,0.0004898819214545809,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 10}",0.5743663594470045,0.5614247311827957,0.4613479262672813,0.6007389162561576,0.5855683269476373,0.5564319480224306,0.04941590208520575,206,0.5942897371640204,0.5863174011618023,0.5803285572318638,0.6066178078696601,0.6073845321815251,0.5949876071217743,0.010765617101814043
66,0.12740001678466797,0.021341141114218382,0.0012000560760498046,0.000400018706226792,0.1,"(25, 25)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 15}",0.5245775729646697,0.5519009216589862,0.4927995391705072,0.5198275862068966,0.5620689655172413,0.530135797470162,0.02456238510459036,225,0.5732679593221663,0.5299603766539026,0.5993778927579985,0.499172512840575,0.60222581135613,0.5608009105861544,0.04027115891898047
67,0.1315999984741211,0.029472574116177392,0.0012000560760498046,0.0003998995218167223,0.1,"(25, 25)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 20}",0.5682027649769584,0.6183179723502303,0.5986367127496162,0.505295566502463,0.581992337164751,0.574748225824943,0.038364040858951697,174,0.5931025464576449,0.6044911191195512,0.6919414552090297,0.6030284381061718,0.5547208462553355,0.6094568810295466,0.045018188345222976
68,0.1396000862121582,0.043375651402302255,0.0014000415802001953,0.0004900376480808073,0.1,"(25, 25)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 25}",0.6481182795698924,0.6978494623655913,0.5755184331797234,0.6525451559934319,0.49677522349936143,0.6148252225638557,0.07031603313817784,116,0.6953416796776063,0.7242583831630031,0.5945983493913476,0.7240463039555168,0.5004622975739677,0.6477414027522883,0.08770221382020611
69,0.11300005912780761,0.07713108030626917,0.0015999794006347657,0.0004898429878647236,0.1,"(25, 25)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 30}",0.5790130568356374,0.5642281105990783,0.6118279569892473,0.6692118226600985,0.5754469987228609,0.5997400372921785,0.03796804011857862,149,0.5749142049629559,0.5761208238979841,0.5963086593122715,0.7632678664471829,0.5958859978417596,0.6212995104924308,0.07157948540177118
70,0.16500000953674315,0.05500534945765394,0.001600027084350586,0.0004898819446615681,0.1,"(25, 25)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 35}",0.6219854070660521,0.48648233486943165,0.674615975422427,0.5046798029556651,0.5053001277139209,0.5590503072097204,0.07553336413940703,200,0.6843933103879047,0.4613950752871917,0.7349983353734398,0.6133212246178824,0.5186867479898797,0.6025589387312597,0.1013061357343196
71,0.21139993667602539,0.14620336002973405,0.0012000560760498046,0.00039989949338787065,0.1,"(25, 25)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 40}",0.5113671274961598,0.5306259600614439,0.6338133640552995,0.5900862068965517,0.6924648786717753,0.5909273191931006,0.06640915455261519,165,0.5623909363426653,0.553969633189871,0.7090188966404583,0.6811392787120143,0.7374772254963561,0.648799194076273,0.07615132241815958
72,0.1592000961303711,0.09845487936321813,0.001399993896484375,0.0004898819214545809,0.1,"(25, 25)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 45}",0.3605606758832564,0.7225806451612903,0.500883256528418,0.4840517241379311,0.4983077905491699,0.5135469957433597,0.11769029606930903,240,0.38356222439869403,0.7562871951148998,0.528896602910218,0.5203521210941773,0.5392227037756326,0.5456641694587243,0.11966824398253804
73,0.18739991188049315,0.057200015508213194,0.0010000705718994141,1.9073486328125e-07,0.1,"(25, 25)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 50}",0.6711213517665131,0.7131144393241168,0.7002112135176651,0.6536945812807882,0.34310344827586214,0.6177629989008953,0.1371984257766663,105,0.7284526514647255,0.7237943916535192,0.7171167416374419,0.7199753076284816,0.4111504732840757,0.6600979131336489,0.12453183417201714
74,0.5402000904083252,0.2031160659746775,0.0009999275207519531,0.0,0.1,"(25, 25)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 55}",0.7034370199692779,0.5583333333333333,0.6600422427035332,0.6189244663382594,0.5998722860791826,0.6283054341635056,0.05014906124226887,92,0.7588382562649405,0.6050007939895281,0.6363197735106599,0.6787195448113434,0.5284060920449747,0.6414568921242892,0.07655430805673993
75,0.35320005416870115,0.11037821193983899,0.001399993896484375,0.0004898819214545809,0.1,"(25, 25)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 60}",0.6623079877112135,0.6789746543778802,0.6579493087557605,0.41188423645320194,0.6508620689655172,0.6130748994217083,0.10027963098920752,121,0.735244445233331,0.7020727734846556,0.6921232499518136,0.45485186196548716,0.6647840163654426,0.649815269400146,0.10005373522191355
76,0.4183999538421631,0.12572930269257074,0.00540003776550293,0.002498054851181858,0.1,"(100, 25, 100)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 2}",0.38045314900153604,0.4564324116743471,0.3547811059907836,0.3946428571428572,0.40740740740740744,0.3987798858766601,0.03389595566027131,304,0.4074726330656007,0.4176443516095944,0.38986117264805803,0.42014995803480415,0.4262048156927705,0.41226658621016554,0.01273048857481843
77,0.4875999927520752,0.12164312128077308,0.003999900817871094,0.0021909055526020444,0.1,"(100, 25, 100)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 3}",0.4222158218125959,0.4027457757296466,0.5583717357910908,0.44575123152709356,0.33719667943805876,0.43363063710759064,0.07210297468947571,291,0.4776720933513223,0.4628857890748819,0.43046836083096174,0.44557001183174244,0.4736384857821578,0.4580469481742132,0.017708241978287746
78,0.662999963760376,0.33335926534783294,0.0019999980926513673,0.0012648947819849754,0.1,"(100, 25, 100)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 4}",0.46618663594470044,0.499673579109063,0.501593701996928,0.4514367816091954,0.3510217113665389,0.45461063903864934,0.05465459851294641,277,0.5824856646928434,0.519350337307977,0.4768435426257045,0.42941181465183637,0.4191763770682203,0.48545354726931633,0.060285479928777815
79,0.6167200565338135,0.23843467104572436,0.004720020294189453,0.005585209102620593,0.1,"(100, 25, 100)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 5}",0.40401305683563743,0.4397273425499232,0.5497119815668204,0.5745894909688012,0.49374201787994887,0.49183381461172754,0.06435282665188419,250,0.4296206663309899,0.4286473930156518,0.6587108781468327,0.5176547406625964,0.6076967672314828,0.5284660890775108,0.09283564011351174
