,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.0727999210357666,0.00844752058093565,0.0018001079559326171,0.0004000902282460696,relu,1.0,"(8, 8)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (8, 8), 'NN__learning_rate_init': 0.016}",0.11720404801129676,0.1167643610785463,0.2222222222222222,0.27681660899653976,0.22535211267605634,0.19148029894508747,0.0640056550910781,1,0.0906476790360125,0.21200281816435002,0.28327158734682195,0.2815958989578762,0.4277134725440892,0.25904629120982997,0.10964957708993517
