,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.10879998207092285,0.03286329773330253,0.0009999752044677734,0.000632409699322999,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.7629032258064516,0.7629032258064516,0.7833333333333334,0.7217569786535304,0.684227330779055,0.7434617867112305,0.03540360763531545,1,0.7985375283867291,0.7519056602040513,0.7990119878144331,0.7848683261194728,0.7891731787677085,0.7846993362584789,0.017273196400630502
