,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
72,0.1871999740600586,0.0,0.29751423991725723,0.32761934507986606,0.1,"(25, 25)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 45}",195,0.20833333333333331,0.26213405238828963,0.23333333333333334,0.24147289536349625,0.24166666666666678,0.23405807168657966,0.37274220032840727,0.46127802569637605,0.43757982120051087,0.43915368026458884,0.06469779766747244,0.0,0.0896474733370467,0.1007648719205796
73,0.18408007621765138,0.0,0.29751423991725723,0.32761934507986606,0.1,"(25, 25)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 50}",195,0.20833333333333331,0.26213405238828963,0.23333333333333334,0.24147289536349625,0.24166666666666678,0.23405807168657966,0.37274220032840727,0.46127802569637605,0.43757982120051087,0.43915368026458884,0.06113931342173476,0.0,0.0896474733370467,0.1007648719205796
74,0.19655995368957518,0.0,0.29751423991725723,0.32761934507986606,0.1,"(25, 25)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 55}",195,0.20833333333333331,0.26213405238828963,0.23333333333333334,0.24147289536349625,0.24166666666666678,0.23405807168657966,0.37274220032840727,0.46127802569637605,0.43757982120051087,0.43915368026458884,0.05367842333127158,0.0,0.0896474733370467,0.1007648719205796
75,0.19031996726989747,0.0031200408935546874,0.29751423991725723,0.32761934507986606,0.1,"(25, 25)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'ica__n_components': 60}",195,0.20833333333333331,0.26213405238828963,0.23333333333333334,0.24147289536349625,0.24166666666666678,0.23405807168657966,0.37274220032840727,0.46127802569637605,0.43757982120051087,0.43915368026458884,0.06720680350228794,0.006240081787109375,0.0896474733370467,0.1007648719205796
76,0.09047999382019042,0.0,0.2581734960767219,0.2635178160140902,0.1,"(100, 25, 100)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 2}",274,0.2903225806451613,0.3175890800704511,0.25,0.24999999999999997,0.2500000000000001,0.25000000000000006,0.25,0.25,0.24999999999999994,0.25,0.02496008873008614,0.0,0.016210194835051785,0.02703563202818044
77,0.115440034866333,0.0,0.2700511751671026,0.2846470741372103,0.1,"(100, 25, 100)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 3}",265,0.24999999999999997,0.24999999999999997,0.25,0.24999999999999997,0.3497503840245777,0.42323537068605155,0.24999999999999994,0.25,0.24999999999999997,0.25,0.060499129355487694,0.0,0.03997577763447172,0.06929414827442061
78,0.12479996681213379,0.0,0.29671697907585004,0.31407885957146375,0.1,"(100, 25, 100)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 4}",207,0.3119047619047619,0.35961597190410743,0.3698156682027649,0.3989863760664992,0.2500000000000001,0.25000000000000006,0.3,0.311791949886712,0.24999999999999994,0.25,0.02959885448205145,0.0,0.0447031008184982,0.05916138166205295
79,0.1778400421142578,0.0,0.29098054707933746,0.30217144211014263,0.1,"(100, 25, 100)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 5}",212,0.24999999999999997,0.24999999999999997,0.26612903225806456,0.2682342317310364,0.2500000000000001,0.25000000000000006,0.3416666666666666,0.367356418777027,0.35,0.3752665600426497,0.055462338533322,0.0,0.044648298678811184,0.05689891113307708
80,0.14663991928100586,0.0031199932098388674,0.34000949033711136,0.3303754921912744,0.1,"(100, 25, 100)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 6}",131,0.34596774193548385,0.3416574048346763,0.35,0.3749999999999999,0.4270545314900156,0.388088908580712,0.24999999999999994,0.25203252032520324,0.325,0.2950986272157804,0.038968817233624775,0.006239986419677735,0.05653141471243161,0.05065875072425732
81,0.1747199535369873,0.0031200408935546874,0.34771367349492355,0.3598470553730495,0.1,"(100, 25, 100)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 7}",127,0.42396313364055294,0.4399151217333035,0.2669930875576037,0.2929468894446539,0.2591397849462367,0.2854452813469208,0.26845238095238094,0.250219731927049,0.5231481481481481,0.5307082524133204,0.0791766229395489,0.006240081787109375,0.1065297723911577,0.10736279628448611
82,0.19344000816345214,0.0,0.39681121536481656,0.41452090600996544,0.1,"(100, 25, 100)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 8}",102,0.24999999999999997,0.28925619834710736,0.3361175115207373,0.35669347032983395,0.2500000000000001,0.2500000000000001,0.5731116584564859,0.6055719849996257,0.5842592592592593,0.5710828763732603,0.0805177500164939,0.0,0.14991992621183078,0.146365674367108
