,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.05480003356933594,0.010476554046091973,0.0007999897003173828,0.0003999948608169695,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.24999999999999997,0.25,0.2500000000000001,0.25,0.261111111111111,0.2521771771771772,0.004410301244061371,1,0.24999999999999997,0.24999999999999997,0.25000000000000006,0.25,0.27696867681498827,0.25539373536299764,0.010787470725995308
