,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.3307199954986572,0.14713713446057158,0.009360027313232423,0.007642430299140261,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2776800632476807,0.03611656960822543,0.0,0.0,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 3}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.21528005599975586,0.024960011243916266,0.0031199932098388674,0.006239986419677735,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,0.015748031496062975,0.0,0.0,0.0,0.0,0.003149606299212595,0.0062992125984251916
3,0.24024009704589844,0.021160886769688178,0.0,0.0,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.0,0.06037095405503697,0.0,0.0,0.0,0.012117312921046708,0.02418066312573853,201,0.0,0.015685345338230048,0.0,0.01556286206356659,0.0,0.006249641480359327,0.007654314349750676
4,0.23087987899780274,0.018192595740590106,0.009360027313232423,0.007642430299140261,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.30646153846153845,0.0,0.4322230828814872,0.0,0.272108843537415,0.20218323061531965,0.17347010157911327,58,0.3216652737556118,0.0,0.4122619759200744,0.0,0.19470017069143986,0.1857254840734252,0.1666534514647278
5,0.2402400016784668,0.059689204019277124,0.009360027313232423,0.007642430299140261,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,0.0,0.0,0.01573232882783068,0.0,0.0,0.003146465765566136,0.006292931531132272
6,0.41807994842529295,0.13578275868352854,0.0,0.0,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 8}",0.06013766453326893,0.0,0.35661462612982747,0.0625,0.0,0.09584877075014304,0.13323724052263688,121,0.1731171548117153,0.0,0.33815717164315745,0.06094981144801779,0.2927913453299053,0.17300309664655916,0.12970051364042826
7,0.3494400501251221,0.17775795425475707,0.003119945526123047,0.006239891052246094,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 9}",0.0,0.0,0.358974358974359,0.17647058823529413,0.0,0.10696293902176254,0.14330937605985478,112,0.0,0.0,0.42937365010799067,0.1720293638317201,0.0,0.12028060278794214,0.16829659318729653
8,0.45240015983581544,0.09307851273272802,0.003119945526123047,0.006239891052246094,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 10}",0.17080141762890133,0.21832529592284086,0.2222222222222222,0.44720496894409945,0.0622568093385214,0.22407618919365213,0.12536793960899073,42,0.09073464912280692,0.2957757920389924,0.3895575221238931,0.3877023345936317,0.4089081695618835,0.3145356934882415,0.11859733364978906
9,0.44616003036499025,0.10924462010195131,0.0031200408935546874,0.006240081787109375,0.1,"(50, 50)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 11}",0.0,0.26656674874210473,0.2702702702702703,0.3232323232323232,0.1726618705035971,0.20638243723180633,0.11419345093853783,57,0.015685345338230048,0.2718462549277264,0.4196801112656461,0.3048490222616321,0.5006149053045823,0.3025351278195634,0.1650384828647829
10,0.3650400161743164,0.08802602854070024,0.006240034103393554,0.007642449765811762,0.1,"(50, 50)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 12}",0.3554603854389722,0.17017883585829824,0.2222222222222222,0.22775800711743774,0.12030075187969924,0.21931088369068313,0.07857867280397188,45,0.16013898357266934,0.17327574924748051,0.2835139760410719,0.28159589895787623,0.4287175442704154,0.26544843041790267,0.09677788070224552
11,0.3837600231170654,0.08912505984235412,0.0,0.0,0.1,"(50, 50)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 13}",0.0,0.43358808164844737,0.17142857142857143,0.27681660899653976,0.0,0.17647863203803452,0.16654610838095893,75,0.0,0.3068953701650774,0.18620133145047368,0.2465379686660324,0.03097707104625519,0.15412234826556773,0.11985638223540923
12,0.4492800712585449,0.2583013776548818,0.0,0.0,0.1,"(50, 50)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 14}",0.0,0.0,0.0,0.17647058823529413,0.06201550387596899,0.04752687121360172,0.06865685311615813,148,0.0,0.07574890724763705,0.01571665744327612,0.10427875608842242,0.39898898038797503,0.11894666023346212,0.14512727917887225
