,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.057000017166137694,0.01614923129830748,0.0008000373840332031,0.000400018706226792,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.3392857142857142,0.3732718894009216,0.4748655913978497,0.45311986863711007,0.4111111111111111,0.40999971509826216,0.05000536416123337,1,0.37531227392994543,0.35749732783631083,0.42447320201557504,0.408955276243655,0.4182715744234519,0.39690193088978765,0.026003675970573435
